datetime	from	to	duration	streets
2025-11-29T07:53:32.894849	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	335	['Carnotstraat', 'Kerkstraat', 'Lovelingstraat', 'Schapenstraat', 'Kistemaeckersstraat', 'Vercammenstraat', 'Groeningerplein', 'Drossaardstraat', 'Borsbeekstraat', 'Gijselsstraat', None]
2025-11-29T08:03:57.857295	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	329	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', 'Statielei', None]
2025-11-29T08:03:57.857295	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	337	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', None, 'Helmstraat', 'Borsbeekstraat', 'Gijselsstraat']
2025-11-29T08:03:57.857295	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	350	['Carnotstraat', 'Kerkstraat', 'Lovelingstraat', 'Schapenstraat', 'Kistemaeckersstraat', 'Vercammenstraat', 'Groeningerplein', 'Drossaardstraat', 'Borsbeekstraat', 'Gijselsstraat', None]
2025-11-29T08:17:31.083054	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	341	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', 'Statielei', None]
2025-11-29T08:17:31.083054	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	333	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', None, 'Helmstraat', 'Borsbeekstraat', 'Gijselsstraat']
2025-11-29T08:17:31.083054	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	353	['Carnotstraat', 'Kerkstraat', 'Lovelingstraat', 'Schapenstraat', 'Kistemaeckersstraat', 'Vercammenstraat', 'Groeningerplein', 'Drossaardstraat', 'Borsbeekstraat', 'Gijselsstraat', None]
2025-11-29T08:34:39.607699	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	346	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', 'Statielei', None]
2025-11-29T08:34:39.607699	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	336	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', None, 'Helmstraat', 'Borsbeekstraat', 'Gijselsstraat']
2025-11-29T08:34:39.607699	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	356	['Carnotstraat', 'Kerkstraat', 'Lovelingstraat', 'Schapenstraat', 'Kistemaeckersstraat', 'Vercammenstraat', 'Groeningerplein', 'Drossaardstraat', 'Borsbeekstraat', 'Gijselsstraat', None]
2025-11-29T08:46:59.792890	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	322	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', None, 'Helmstraat', 'Borsbeekstraat', 'Gijselsstraat']
2025-11-29T08:46:59.792890	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	355	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', 'Statielei', None]
2025-11-29T08:46:59.792890	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	367	['Carnotstraat', 'Kerkstraat', 'Lovelingstraat', 'Schapenstraat', 'Kistemaeckersstraat', 'Vercammenstraat', 'Groeningerplein', 'Drossaardstraat', 'Borsbeekstraat', 'Gijselsstraat', None]
2025-11-29T08:56:03.028851	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	333	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', None, 'Helmstraat', 'Borsbeekstraat', 'Gijselsstraat']
2025-11-29T08:56:03.028851	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	346	['Carnotstraat', 'Kerkstraat', 'Lovelingstraat', 'Schapenstraat', 'Kistemaeckersstraat', 'Vercammenstraat', 'Groeningerplein', 'Drossaardstraat', 'Borsbeekstraat', 'Gijselsstraat', None]
2025-11-29T08:56:03.028851	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	347	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', 'Statielei', None]
2025-11-29T09:08:10.903307	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	346	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', None, 'Helmstraat', 'Borsbeekstraat', 'Gijselsstraat']
2025-11-29T09:08:10.903307	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	367	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', 'Statielei', None]
2025-11-29T09:08:10.903307	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	378	['Carnotstraat', 'Kerkstraat', 'Lovelingstraat', 'Schapenstraat', 'Kistemaeckersstraat', 'Vercammenstraat', 'Groeningerplein', 'Drossaardstraat', 'Borsbeekstraat', 'Gijselsstraat', None]
2025-11-29T09:21:44.567392	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	332	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', None, 'Helmstraat', 'Borsbeekstraat', 'Gijselsstraat']
2025-11-29T09:21:44.567392	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	365	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', 'Statielei', None]
2025-11-29T09:21:44.567392	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	370	['Carnotstraat', 'Kerkstraat', 'Lovelingstraat', 'Schapenstraat', 'Kistemaeckersstraat', 'Vercammenstraat', 'Groeningerplein', 'Drossaardstraat', 'Borsbeekstraat', 'Gijselsstraat', None]
2025-11-29T09:32:40.397479	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	349	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', None, 'Helmstraat', 'Borsbeekstraat', 'Gijselsstraat']
2025-11-29T09:32:40.397479	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	373	['Carnotstraat', 'Kerkstraat', 'Lovelingstraat', 'Schapenstraat', 'Kistemaeckersstraat', 'Vercammenstraat', 'Groeningerplein', 'Drossaardstraat', 'Borsbeekstraat', 'Gijselsstraat', None]
2025-11-29T09:32:40.397479	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	387	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', 'Statielei', None]
2025-11-29T09:42:33.028554	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	332	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', None, 'Helmstraat', 'Borsbeekstraat', 'Gijselsstraat']
2025-11-29T09:42:33.028554	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	357	['Carnotstraat', 'Kerkstraat', 'Lovelingstraat', 'Schapenstraat', 'Kistemaeckersstraat', 'Vercammenstraat', 'Groeningerplein', 'Drossaardstraat', 'Borsbeekstraat', 'Gijselsstraat', None]
2025-11-29T09:42:33.028554	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	406	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', 'Statielei', None]
2025-11-29T09:51:16.317172	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	338	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', None, 'Helmstraat', 'Borsbeekstraat', 'Gijselsstraat']
2025-11-29T09:51:16.317172	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	362	['Carnotstraat', 'Kerkstraat', 'Lovelingstraat', 'Schapenstraat', 'Kistemaeckersstraat', 'Vercammenstraat', 'Groeningerplein', 'Drossaardstraat', 'Borsbeekstraat', 'Gijselsstraat', None]
2025-11-29T09:51:16.317172	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	373	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', 'Statielei', None]
2025-11-29T09:59:55.947392	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	333	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', None, 'Helmstraat', 'Borsbeekstraat', 'Gijselsstraat']
2025-11-29T09:59:55.947392	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	387	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', 'Statielei', None]
2025-11-29T09:59:55.947392	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	426	['Carnotstraat', 'Kerkstraat', 'Lovelingstraat', 'Schapenstraat', 'Kistemaeckersstraat', 'Vercammenstraat', 'Groeningerplein', 'Drossaardstraat', 'Borsbeekstraat', 'Gijselsstraat', None]
2025-11-29T10:11:40.365022	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	342	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', None, 'Helmstraat', 'Borsbeekstraat', 'Gijselsstraat']
2025-11-29T10:11:40.365022	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	363	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', 'Statielei', None]
2025-11-29T10:11:40.365022	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	393	['Carnotstraat', 'Kerkstraat', 'Lovelingstraat', 'Schapenstraat', 'Kistemaeckersstraat', 'Vercammenstraat', 'Groeningerplein', 'Drossaardstraat', 'Borsbeekstraat', 'Gijselsstraat', None]
2025-11-29T10:26:15.950955	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	334	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', None, 'Helmstraat', 'Borsbeekstraat', 'Gijselsstraat']
2025-11-29T10:26:15.950955	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	406	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', 'Statielei', None]
2025-11-29T10:26:15.950955	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	409	['Carnotstraat', 'Kerkstraat', 'Lovelingstraat', 'Schapenstraat', 'Kistemaeckersstraat', 'Vercammenstraat', 'Groeningerplein', 'Drossaardstraat', 'Borsbeekstraat', 'Gijselsstraat', None]
2025-11-29T10:38:36.580712	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	316	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', None, 'Helmstraat', 'Borsbeekstraat', 'Gijselsstraat']
2025-11-29T10:38:36.580712	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	351	['Carnotstraat', 'Kerkstraat', 'Lovelingstraat', 'Schapenstraat', 'Kistemaeckersstraat', 'Vercammenstraat', 'Groeningerplein', 'Drossaardstraat', 'Borsbeekstraat', 'Gijselsstraat', None]
2025-11-29T10:38:36.580712	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	384	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', 'Statielei', None]
2025-11-29T10:47:38.609167	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	337	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', None, 'Helmstraat', 'Borsbeekstraat', 'Gijselsstraat']
2025-11-29T10:47:38.609167	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	367	['Carnotstraat', 'Kerkstraat', 'Lovelingstraat', 'Schapenstraat', 'Kistemaeckersstraat', 'Vercammenstraat', 'Groeningerplein', 'Drossaardstraat', 'Borsbeekstraat', 'Gijselsstraat', None]
2025-11-29T10:47:38.609167	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	394	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', 'Statielei', None]
2025-11-29T10:56:20.578867	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	352	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', None, 'Helmstraat', 'Borsbeekstraat', 'Gijselsstraat']
2025-11-29T10:56:20.578867	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	372	['Carnotstraat', 'Kerkstraat', 'Lovelingstraat', 'Schapenstraat', 'Kistemaeckersstraat', 'Vercammenstraat', 'Groeningerplein', 'Drossaardstraat', 'Borsbeekstraat', 'Gijselsstraat', None]
2025-11-29T10:56:20.578867	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	398	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', 'Statielei', None]
2025-11-29T11:07:33.787044	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	347	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', None, 'Helmstraat', 'Borsbeekstraat', 'Gijselsstraat']
2025-11-29T11:07:33.787044	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	368	['Carnotstraat', 'Kerkstraat', 'Lovelingstraat', 'Schapenstraat', 'Kistemaeckersstraat', 'Vercammenstraat', 'Groeningerplein', 'Drossaardstraat', 'Borsbeekstraat', 'Gijselsstraat', None]
2025-11-29T11:07:33.787044	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	400	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', 'Statielei', None]
2025-11-29T11:20:13.316954	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	352	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', None, 'Helmstraat', 'Borsbeekstraat', 'Gijselsstraat']
2025-11-29T11:20:13.316954	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	384	['Carnotstraat', 'Kerkstraat', 'Lovelingstraat', 'Schapenstraat', 'Kistemaeckersstraat', 'Vercammenstraat', 'Groeningerplein', 'Drossaardstraat', 'Borsbeekstraat', 'Gijselsstraat', None]
2025-11-29T11:20:13.316954	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	401	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', 'Statielei', None]
2025-11-29T11:29:27.290882	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	362	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', None, 'Helmstraat', 'Borsbeekstraat', 'Gijselsstraat']
2025-11-29T11:29:27.290882	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	403	['Carnotstraat', 'Kerkstraat', 'Lovelingstraat', 'Schapenstraat', 'Kistemaeckersstraat', 'Vercammenstraat', 'Groeningerplein', 'Drossaardstraat', 'Borsbeekstraat', 'Gijselsstraat', None]
2025-11-29T11:29:27.290882	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	419	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', 'Statielei', None]
2025-11-29T11:38:45.168438	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	364	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', None, 'Helmstraat', 'Borsbeekstraat', 'Gijselsstraat']
2025-11-29T11:38:45.168438	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	405	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', 'Statielei', None]
2025-11-29T11:38:45.168438	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	405	['Carnotstraat', 'Kerkstraat', 'Lovelingstraat', 'Schapenstraat', 'Kistemaeckersstraat', 'Vercammenstraat', 'Groeningerplein', 'Drossaardstraat', 'Borsbeekstraat', 'Gijselsstraat', None]
2025-11-29T11:47:29.595635	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	376	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', None, 'Helmstraat', 'Borsbeekstraat', 'Gijselsstraat']
2025-11-29T11:47:29.595635	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	421	['Carnotstraat', 'Kerkstraat', 'Lovelingstraat', 'Schapenstraat', 'Kistemaeckersstraat', 'Vercammenstraat', 'Groeningerplein', 'Drossaardstraat', 'Borsbeekstraat', 'Gijselsstraat', None]
2025-11-29T11:47:29.595635	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	459	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', 'Statielei', None]
2025-11-29T11:55:35.720563	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	424	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', None, 'Helmstraat', 'Borsbeekstraat', 'Gijselsstraat']
2025-11-29T11:55:35.720563	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	454	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', 'Statielei', None]
2025-11-29T11:55:35.720563	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	468	['Carnotstraat', 'Kerkstraat', 'Lovelingstraat', 'Schapenstraat', 'Kistemaeckersstraat', 'Vercammenstraat', 'Groeningerplein', 'Drossaardstraat', 'Borsbeekstraat', 'Gijselsstraat', None]
2025-11-29T12:11:13.435853	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	401	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', None, 'Helmstraat', 'Borsbeekstraat', 'Gijselsstraat']
2025-11-29T12:11:13.435853	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	435	['Carnotstraat', 'Kerkstraat', 'Lovelingstraat', 'Schapenstraat', 'Kistemaeckersstraat', 'Vercammenstraat', 'Groeningerplein', 'Drossaardstraat', 'Borsbeekstraat', 'Gijselsstraat', None]
2025-11-29T12:11:13.435853	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	469	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', 'Statielei', None]
2025-11-29T12:28:10.321129	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	390	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', None, 'Helmstraat', 'Borsbeekstraat', 'Gijselsstraat']
2025-11-29T12:28:10.321129	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	452	['Carnotstraat', 'Kerkstraat', 'Lovelingstraat', 'Schapenstraat', 'Kistemaeckersstraat', 'Vercammenstraat', 'Groeningerplein', 'Drossaardstraat', 'Borsbeekstraat', 'Gijselsstraat', None]
2025-11-29T12:28:10.321129	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	486	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', 'Statielei', None]
2025-11-29T12:51:11.392451	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	462	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', 'Statielei', None]
2025-11-29T12:51:11.392451	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	523	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', None, 'Helmstraat', 'Generaal Eisenhowerlei', 'Kattenberg', 'Bothastraat', 'Statielei']
2025-11-29T12:51:11.392451	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	662	['Carnotstraat', 'Kerkstraat', 'Lovelingstraat', 'Schapenstraat', 'Kistemaeckersstraat', 'Vercammenstraat', 'Groeningerplein', 'Drossaardstraat', 'Borsbeekstraat', 'Gijselsstraat', None]
2025-11-29T13:06:35.571629	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	449	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', 'Statielei', None]
2025-11-29T13:06:35.571629	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	515	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', None, 'Helmstraat', 'Generaal Eisenhowerlei', 'Kattenberg', 'Bothastraat', 'Statielei']
2025-11-29T13:06:35.571629	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	592	['Carnotstraat', 'Kerkstraat', 'Lovelingstraat', 'Schapenstraat', 'Kistemaeckersstraat', 'Vercammenstraat', 'Groeningerplein', 'Drossaardstraat', 'Borsbeekstraat', 'Gijselsstraat', None]
2025-11-29T13:21:17.306490	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	400	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', 'Statielei', None, 'Helmstraat', 'Borsbeekstraat', 'Terlostraat', 'Florastraat']
2025-11-29T13:21:17.306490	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	504	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', 'Statielei', None]
2025-11-29T13:21:17.306490	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	576	['Carnotstraat', 'Kerkstraat', 'Lovelingstraat', 'Schapenstraat', 'Kistemaeckersstraat', 'Vercammenstraat', 'Groeningerplein', 'Drossaardstraat', 'Borsbeekstraat', 'Gijselsstraat', None]
2025-11-29T13:35:32.303469	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	463	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', 'Statielei', None]
2025-11-29T13:35:32.303469	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	507	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', None, 'Helmstraat', 'Borsbeekstraat', 'Gijselsstraat']
2025-11-29T13:35:32.303469	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	549	['Carnotstraat', 'Kerkstraat', 'Lovelingstraat', 'Schapenstraat', 'Kistemaeckersstraat', 'Vercammenstraat', 'Groeningerplein', 'Drossaardstraat', 'Borsbeekstraat', 'Gijselsstraat', None]
2025-11-29T13:45:11.420825	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	422	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', None, 'Helmstraat', 'Borsbeekstraat', 'Gijselsstraat']
2025-11-29T13:45:11.420825	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	453	['Carnotstraat', 'Kerkstraat', 'Lovelingstraat', 'Schapenstraat', 'Kistemaeckersstraat', 'Vercammenstraat', 'Groeningerplein', 'Drossaardstraat', 'Borsbeekstraat', 'Gijselsstraat', None]
2025-11-29T13:45:11.420825	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	480	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', 'Statielei', None]
2025-11-29T13:53:53.796110	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	389	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', None, 'Helmstraat', 'Borsbeekstraat', 'Gijselsstraat']
2025-11-29T13:53:53.796110	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	414	['Carnotstraat', 'Kerkstraat', 'Lovelingstraat', 'Schapenstraat', 'Kistemaeckersstraat', 'Vercammenstraat', 'Groeningerplein', 'Drossaardstraat', 'Borsbeekstraat', 'Gijselsstraat', None]
2025-11-29T13:53:53.796110	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	482	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', 'Statielei', None]
2025-11-29T14:03:44.171668	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	391	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', None, 'Helmstraat', 'Borsbeekstraat', 'Gijselsstraat']
2025-11-29T14:03:44.171668	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	432	['Carnotstraat', 'Kerkstraat', 'Lovelingstraat', 'Schapenstraat', 'Kistemaeckersstraat', 'Vercammenstraat', 'Groeningerplein', 'Drossaardstraat', 'Borsbeekstraat', 'Gijselsstraat', None]
2025-11-29T14:03:44.171668	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	486	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', 'Statielei', None]
2025-11-29T14:16:03.054999	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	388	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', 'Statielei', None, 'Helmstraat', 'Borsbeekstraat', 'Terlostraat', 'Florastraat']
2025-11-29T14:16:03.054999	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	505	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', 'Statielei', None]
2025-11-29T14:16:03.054999	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	603	['Carnotstraat', 'Kerkstraat', 'Lovelingstraat', 'Schapenstraat', 'Kistemaeckersstraat', 'Vercammenstraat', 'Groeningerplein', 'Drossaardstraat', 'Borsbeekstraat', 'Gijselsstraat', None]
2025-11-29T14:29:26.969693	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	475	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', 'Statielei', None]
2025-11-29T14:29:26.969693	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	547	['Carnotstraat', 'Kerkstraat', 'Lovelingstraat', 'Schapenstraat', 'Kistemaeckersstraat', 'Vercammenstraat', 'Groeningerplein', 'Drossaardstraat', 'Borsbeekstraat', 'Gijselsstraat', None]
2025-11-29T14:29:26.969693	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	562	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', None, 'Helmstraat', 'Generaal Eisenhowerlei', 'Kattenberg', 'Bothastraat', 'Statielei']
2025-11-29T14:39:39.648779	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	376	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', 'Statielei', None, 'Helmstraat', 'Borsbeekstraat', 'Terlostraat', 'Florastraat']
2025-11-29T14:39:39.648779	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	469	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', 'Statielei', None]
2025-11-29T14:39:39.648779	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	530	['Carnotstraat', 'Kerkstraat', 'Lovelingstraat', 'Schapenstraat', 'Kistemaeckersstraat', 'Vercammenstraat', 'Groeningerplein', 'Drossaardstraat', 'Borsbeekstraat', 'Gijselsstraat', None]
2025-11-29T14:48:15.249520	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	390	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', 'Statielei', None, 'Helmstraat', 'Borsbeekstraat', 'Terlostraat', 'Florastraat']
2025-11-29T14:48:15.249520	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	452	['Carnotstraat', 'Kerkstraat', 'Lovelingstraat', 'Schapenstraat', 'Kistemaeckersstraat', 'Vercammenstraat', 'Groeningerplein', 'Drossaardstraat', 'Borsbeekstraat', 'Gijselsstraat', None]
2025-11-29T14:48:15.249520	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	492	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', 'Statielei', None]
2025-11-29T14:56:59.080858	120 Carnotstraat, Antwerpen, Belgium	51.215447,4.4447065	388	['Carnotstraat', 'Turnhoutsebaan', 'N12 - Turnhoutsebaan', None, 'Helmstraat', 'Borsbeekstraat', 'Gijselsstraat']
